line_num,tokens,token_ids
183,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
184,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
185,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
186,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
187,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
188,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
189,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
190,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
191,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
192,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
193,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
194,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
195,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
196,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
197,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
198,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
199,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
200,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
201,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
202,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
203,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
204,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
205,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
206,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
207,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
208,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
209,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
210,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
211,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
212,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
213,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
214,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
215,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
216,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
217,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
218,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
219,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
220,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
221,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
222,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
223,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
224,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
225,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
226,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
227,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
228,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
229,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
230,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
231,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
232,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
233,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
234,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
235,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
236,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
237,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
238,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
239,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
240,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
241,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
242,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
243,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
244,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
245,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
246,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
247,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
248,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
249,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
250,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
251,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
252,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
253,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
254,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
255,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
256,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
257,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
258,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
259,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
260,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
261,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
262,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
263,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
264,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
